trade_id,timestamp,counterparty,instrument,amount_usd,status,settlement_days,hour_of_day
TRD103474,2026-06-07 15:52:53.356825,Mcintyre-Franco,EQUITY,5211.69,SETTLED,2,15
TRD101211,2026-06-07 16:03:35.336441,"Cummings, Wood and Savage",DERIVATIVE,6153.22,PENDING,1,16
TRD100025,2026-06-07 16:03:58.324029,"Lewis, Thompson and Jimenez",EQUITY,11954.95,SETTLED,1,16
TRD104627,2026-06-07 16:11:29.367198,Lee and Sons,BOND,10539.51,SETTLED,1,16
TRD100885,2026-06-07 16:13:09.332118,Macias-Oliver,BOND,8538.35,FAILED,3,16
TRD101465,2026-06-07 16:25:48.338648,Humphrey-Massey,COMMODITY,467488.17,FAILED,1,16
TRD100468,2026-06-07 16:44:15.327559,"Smith, Levy and Brown",BOND,2379.2,SETTLED,2,16
TRD103863,2026-06-07 17:18:17.360035,Russell-Mcbride,FX,1732.43,PENDING,0,17
TRD103916,2026-06-07 18:02:24.360447,Miller Ltd,DERIVATIVE,17506.66,SETTLED,1,18
TRD101735,2026-06-07 18:46:18.340809,"Garrison, Hernandez and Rogers",COMMODITY,7261.35,SETTLED,1,18
TRD100138,2026-06-07 18:52:06.324943,"Cummings, Wood and Savage",DERIVATIVE,10289.42,SETTLED,1,18
TRD104540,2026-06-07 19:32:23.366448,"Cummings, Wood and Savage",EQUITY,7123.44,SETTLED,3,19
TRD104968,2026-06-07 19:52:58.370149,Pineda LLC,FX,11783.72,SETTLED,2,19
TRD102460,2026-06-07 20:43:11.346669,Young PLC,EQUITY,59663.72,SETTLED,2,20
TRD103498,2026-06-07 20:51:17.357011,"Smith, Levy and Brown",BOND,20390.78,FAILED,1,20
TRD103509,2026-06-07 20:52:07.357097,"Duncan, Cox and Wilson",COMMODITY,38122.23,SETTLED,2,20
TRD103663,2026-06-07 20:58:09.358443,"Salazar, Jones and Miller",FX,33319.68,SETTLED,2,20
TRD104667,2026-06-07 20:58:12.367543,Brown-Morris,BOND,14934.31,PENDING,1,20
TRD103565,2026-06-07 21:19:48.357535,Crane-Shields,DERIVATIVE,7411.48,SETTLED,1,21
TRD100124,2026-06-07 21:46:19.324832,Macias-Oliver,BOND,67409.76,SETTLED,2,21
TRD104868,2026-06-07 22:25:41.369284,Russell-Mcbride,BOND,13389.38,SETTLED,1,22
TRD100475,2026-06-07 22:33:58.327613,"Duncan, Cox and Wilson",BOND,6066.38,SETTLED,2,22
TRD100316,2026-06-07 22:35:30.326364,Young PLC,EQUITY,6703.54,SETTLED,1,22
TRD104009,2026-06-07 22:58:33.361185,Miller Ltd,COMMODITY,103279.3,FAILED,2,22
TRD102829,2026-06-07 23:05:36.351707,Butler-Banks,EQUITY,42368.52,SETTLED,1,23
TRD103513,2026-06-07 23:09:25.357130,Baker-Ingram,COMMODITY,11761.27,PENDING,0,23
TRD104061,2026-06-07 23:34:24.361600,"Lewis, Thompson and Jimenez",EQUITY,13392.44,SETTLED,1,23
TRD104527,2026-06-08 00:10:10.366332,Rodriguez PLC,DERIVATIVE,998.81,FAILED,1,0
TRD104628,2026-06-08 00:16:25.367207,Santiago PLC,COMMODITY,2971.9,SETTLED,0,0
TRD101005,2026-06-08 00:54:55.334250,Vaughan-Hall,DERIVATIVE,16368.24,CANCELLED,1,0
TRD104065,2026-06-08 01:05:17.361631,"Navarro, Gibson and Hernandez",EQUITY,5839.45,SETTLED,2,1
TRD104344,2026-06-08 02:54:36.364574,Nelson Ltd,BOND,93400.57,SETTLED,2,2
TRD103668,2026-06-08 03:27:16.358481,Drake-Leon,EQUITY,7755.08,PENDING,0,3
TRD103055,2026-06-08 03:46:57.353539,Castillo LLC,EQUITY,28258.37,SETTLED,0,3
TRD102345,2026-06-08 06:44:40.345685,Santiago PLC,EQUITY,7337.42,SETTLED,2,6
TRD102416,2026-06-08 07:37:19.346307,Macias-Oliver,BOND,16406.4,SETTLED,2,7
TRD102226,2026-06-08 07:41:00.344734,Lee and Sons,COMMODITY,32196.29,SETTLED,2,7
TRD101444,2026-06-08 07:46:34.338466,"Navarro, Gibson and Hernandez",FX,5104.99,SETTLED,2,7
TRD104406,2026-06-08 08:22:51.365214,"Salazar, Jones and Miller",EQUITY,8971.77,SETTLED,2,8
TRD100340,2026-06-08 08:38:15.326549,Brown-Morris,COMMODITY,19264.25,SETTLED,0,8
TRD101250,2026-06-08 09:40:27.336800,Vaughan-Hall,EQUITY,16070.42,SETTLED,2,9
TRD100168,2026-06-08 09:45:25.325187,Ross and Sons,FX,3009.12,SETTLED,1,9
TRD102182,2026-06-08 10:57:57.344393,"Scott, Johnson and Wiley",BOND,3960.18,SETTLED,4,10
TRD100388,2026-06-08 12:07:20.326929,"Pittman, Perez and Smith",DERIVATIVE,3386.1,SETTLED,1,12
TRD102550,2026-06-08 12:08:55.347424,Mcintyre-Franco,FX,27848.18,SETTLED,2,12
TRD100547,2026-06-08 12:14:33.328176,Miller Ltd,EQUITY,19519.48,PENDING,1,12
TRD104057,2026-06-08 12:20:16.361568,Mccormick-Ewing,DERIVATIVE,2788.8,SETTLED,1,12
TRD102314,2026-06-08 12:26:34.345439,Baker-Ingram,FX,30190.54,SETTLED,2,12
TRD103204,2026-06-08 12:55:04.354697,"Glenn, Thomas and Mcpherson",DERIVATIVE,4792.06,SETTLED,2,12
TRD104830,2026-06-08 13:24:48.368956,Pineda LLC,DERIVATIVE,7613.32,SETTLED,2,13
TRD100116,2026-06-08 13:24:54.324770,Crane-Shields,DERIVATIVE,8558.55,SETTLED,1,13
TRD101273,2026-06-08 13:29:39.336996,"Henson, Miranda and Garcia",EQUITY,1551.32,SETTLED,1,13
TRD103903,2026-06-08 14:33:15.360346,Drake-Leon,COMMODITY,13542.05,PENDING,3,14
TRD104740,2026-06-08 15:30:24.368181,Miller Ltd,FX,331243.83,SETTLED,1,15
TRD101514,2026-06-08 16:44:52.339069,Brown-Ramos,COMMODITY,4395.04,FAILED,2,16
TRD100457,2026-06-08 16:56:59.327474,Castillo LLC,COMMODITY,7227.48,SETTLED,2,16
TRD103990,2026-06-08 17:09:49.361035,Santiago PLC,BOND,2657.89,SETTLED,1,17
TRD100862,2026-06-08 17:18:54.331770,Miller Ltd,BOND,2637.2,SETTLED,3,17
TRD104058,2026-06-08 17:39:33.361576,"Glenn, Thomas and Mcpherson",FX,2399.47,PENDING,2,17
TRD103006,2026-06-08 18:14:46.353156,Hernandez-Dennis,FX,10296.22,SETTLED,3,18
TRD101045,2026-06-08 18:15:42.334951,Hernandez-Dennis,COMMODITY,11993.18,SETTLED,2,18
TRD104785,2026-06-08 18:54:31.368567,"Mccoy, Hayes and Hernandez",DERIVATIVE,5160.66,SETTLED,1,18
TRD101891,2026-06-08 19:44:28.342031,Humphrey-Massey,BOND,2319.04,SETTLED,0,19
TRD103420,2026-06-08 19:56:58.356399,Drake-Leon,FX,3776.42,FAILED,1,19
TRD104197,2026-06-08 20:03:26.362673,Miller Ltd,FX,2966.51,SETTLED,2,20
TRD101232,2026-06-08 20:56:58.336627,Ross and Sons,FX,22993.97,SETTLED,2,20
TRD102408,2026-06-08 21:22:01.346238,Nelson Ltd,EQUITY,39517.42,FAILED,1,21
TRD104403,2026-06-08 21:23:07.365188,Mccormick-Ewing,DERIVATIVE,33583.31,SETTLED,1,21
TRD100913,2026-06-08 21:38:45.332540,"Garrison, Hernandez and Rogers",FX,2189.7,SETTLED,3,21
TRD100370,2026-06-08 22:25:15.326787,"Pittman, Perez and Smith",BOND,889.76,SETTLED,0,22
TRD100883,2026-06-08 22:48:03.332089,"Navarro, Gibson and Hernandez",COMMODITY,109659.05,SETTLED,1,22
TRD103242,2026-06-08 23:55:43.354999,"Brown, Chen and Crawford",COMMODITY,18840.58,SETTLED,4,23
TRD103756,2026-06-08 23:57:46.359184,Walker PLC,FX,10515.96,SETTLED,1,23
TRD100382,2026-06-09 00:23:17.326881,"Pittman, Perez and Smith",COMMODITY,32180.89,SETTLED,1,0
TRD100507,2026-06-09 02:15:26.327864,Brown-Ramos,COMMODITY,65065.94,SETTLED,2,2
TRD104675,2026-06-09 02:17:48.367612,"Salazar, Jones and Miller",COMMODITY,11964.96,SETTLED,2,2
TRD100072,2026-06-09 02:20:35.324420,Miller Ltd,EQUITY,11068.51,SETTLED,2,2
TRD103453,2026-06-09 02:29:50.356663,Ross and Sons,EQUITY,2004.48,SETTLED,1,2
TRD100565,2026-06-09 02:52:44.328315,Miller Ltd,DERIVATIVE,11915.9,PENDING,2,2
TRD103843,2026-06-09 03:10:07.359875,West-Martin,FX,4447.75,SETTLED,2,3
TRD100493,2026-06-09 03:16:21.327754,Santiago PLC,DERIVATIVE,49221.11,SETTLED,2,3
TRD102491,2026-06-09 03:28:07.346948,Walker PLC,EQUITY,11431.51,SETTLED,1,3
TRD103500,2026-06-09 03:44:02.357026,Young PLC,COMMODITY,20789.89,SETTLED,0,3
TRD101820,2026-06-09 04:31:17.341475,"Cummings, Wood and Savage",FX,4463.47,SETTLED,1,4
TRD103187,2026-06-09 04:32:45.354562,Nelson Ltd,BOND,6594.5,SETTLED,3,4
TRD101899,2026-06-09 05:04:24.342093,"Glenn, Thomas and Mcpherson",DERIVATIVE,2460.13,SETTLED,0,5
TRD104452,2026-06-09 05:07:52.365604,"Duncan, Cox and Wilson",EQUITY,4872.68,SETTLED,1,5
TRD104409,2026-06-09 05:46:09.365239,Hernandez-Dennis,COMMODITY,14494.28,SETTLED,2,5
TRD100024,2026-06-09 05:56:40.324020,Pineda LLC,EQUITY,12238.5,SETTLED,0,5
TRD102848,2026-06-09 06:06:49.351865,Lee and Sons,COMMODITY,5014.66,SETTLED,1,6
TRD100154,2026-06-09 06:15:16.325076,"Smith, Levy and Brown",DERIVATIVE,15623.27,SETTLED,1,6
TRD103748,2026-06-09 07:16:54.359122,"Salazar, Jones and Miller",DERIVATIVE,4361.89,SETTLED,4,7
TRD100373,2026-06-09 07:47:53.326810,"Cummings, Wood and Savage",COMMODITY,10138.75,SETTLED,1,7
TRD104516,2026-06-09 07:59:22.366219,Crane-Shields,COMMODITY,14574.29,SETTLED,0,7
TRD103947,2026-06-09 07:59:56.360695,Walker PLC,FX,794.32,CANCELLED,1,7
TRD101075,2026-06-09 08:57:38.335259,Young PLC,BOND,6561.5,SETTLED,3,8
TRD100325,2026-06-09 09:00:29.326436,Young PLC,EQUITY,74514.37,SETTLED,3,9
TRD100066,2026-06-09 09:09:06.324371,"Salazar, Jones and Miller",BOND,2264.79,SETTLED,2,9
TRD101720,2026-06-09 09:23:48.340688,"Smith, Levy and Brown",FX,9649.15,SETTLED,1,9
TRD104165,2026-06-09 09:37:28.362417,"Brown, Chen and Crawford",BOND,6258.93,SETTLED,3,9
TRD100907,2026-06-09 10:14:27.332448,"Henson, Miranda and Garcia",EQUITY,5870.9,SETTLED,1,10
TRD103102,2026-06-09 10:41:40.353901,Nelson Ltd,FX,2009.26,SETTLED,3,10
TRD101013,2026-06-09 10:52:14.334379,Neal Group,BOND,70306.07,SETTLED,3,10
TRD104486,2026-06-09 11:40:29.365894,"Navarro, Gibson and Hernandez",COMMODITY,3674.5,SETTLED,3,11
TRD102859,2026-06-09 11:50:35.351954,Humphrey-Massey,COMMODITY,15789.96,SETTLED,0,11
TRD104413,2026-06-09 11:57:57.365273,Humphrey-Massey,COMMODITY,2213.44,SETTLED,2,11
TRD103758,2026-06-09 12:16:42.359200,"Brown, Chen and Crawford",DERIVATIVE,68836.32,SETTLED,1,12
TRD100267,2026-06-09 13:01:38.325960,"Brown, Chen and Crawford",COMMODITY,3706.33,SETTLED,2,13
TRD100263,2026-06-09 13:16:21.325928,Miller Ltd,COMMODITY,1149.35,SETTLED,2,13
TRD101490,2026-06-09 13:57:42.338874,"Pittman, Perez and Smith",BOND,11123.6,SETTLED,3,13
TRD100269,2026-06-09 14:07:56.325976,"Brown, Chen and Crawford",EQUITY,644998.34,SETTLED,1,14
TRD100532,2026-06-09 14:42:14.328058,Hernandez-Dennis,EQUITY,5245.21,SETTLED,0,14
TRD101470,2026-06-09 15:02:47.338691,Lee and Sons,FX,26792.7,SETTLED,1,15
TRD103717,2026-06-09 15:41:10.358880,Mccormick-Ewing,DERIVATIVE,4716.43,SETTLED,2,15
TRD101187,2026-06-09 16:01:02.336236,Humphrey-Massey,EQUITY,30973.23,SETTLED,3,16
TRD100968,2026-06-09 16:02:59.333819,"Lutz, Garcia and White",COMMODITY,10987.21,SETTLED,2,16
TRD103989,2026-06-09 17:19:17.361025,"Scott, Johnson and Wiley",DERIVATIVE,8978.75,SETTLED,0,17
TRD104872,2026-06-09 17:30:42.369319,"Salazar, Jones and Miller",FX,16106.3,FAILED,2,17
TRD104228,2026-06-09 17:42:42.363023,Vaughan-Hall,EQUITY,27140.04,PENDING,2,17
TRD103767,2026-06-09 17:47:47.359283,Young PLC,BOND,4294.98,SETTLED,0,17
TRD100835,2026-06-09 17:52:15.331357,Butler-Banks,EQUITY,6083.17,SETTLED,1,17
TRD103700,2026-06-09 18:39:53.358748,Butler-Banks,FX,3804.08,SETTLED,2,18
TRD102916,2026-06-09 19:23:23.352409,Macias-Oliver,DERIVATIVE,2156.36,FAILED,2,19
TRD104324,2026-06-09 19:35:46.364098,"Brown, Chen and Crawford",DERIVATIVE,10897.48,SETTLED,0,19
TRD102584,2026-06-09 21:14:57.347699,Castillo LLC,DERIVATIVE,3231.35,SETTLED,0,21
TRD102896,2026-06-09 21:32:44.352250,"Mccoy, Hayes and Hernandez",COMMODITY,11579.07,SETTLED,2,21
TRD104033,2026-06-09 21:42:21.361380,"Brown, Chen and Crawford",EQUITY,32770.83,SETTLED,2,21
TRD101261,2026-06-09 21:47:59.336895,Macias-Oliver,EQUITY,12594.03,FAILED,1,21
TRD104566,2026-06-09 22:14:01.366673,"Smith, Levy and Brown",DERIVATIVE,10860.83,CANCELLED,2,22
TRD104538,2026-06-09 22:22:04.366431,Mccormick-Ewing,COMMODITY,5415.7,SETTLED,0,22
TRD102192,2026-06-09 23:50:46.344469,Rodriguez PLC,BOND,3908.99,SETTLED,1,23
TRD104271,2026-06-10 00:40:15.363395,"Pittman, Perez and Smith",FX,3566.65,SETTLED,1,0
TRD103581,2026-06-10 00:55:25.357744,Ross and Sons,COMMODITY,15641.46,SETTLED,0,0
TRD103714,2026-06-10 01:11:27.358856,"Smith, Levy and Brown",DERIVATIVE,10330.54,SETTLED,0,1
TRD101644,2026-06-10 02:20:47.340090,"Glenn, Thomas and Mcpherson",FX,3815.09,SETTLED,1,2
TRD104111,2026-06-10 03:43:27.361996,Drake-Leon,DERIVATIVE,15576.98,SETTLED,2,3
TRD102991,2026-06-10 04:02:52.353036,Neal Group,COMMODITY,88401.53,SETTLED,2,4
TRD100062,2026-06-10 04:42:17.324339,"Garrison, Hernandez and Rogers",COMMODITY,16386.75,SETTLED,4,4
TRD104608,2026-06-10 04:55:11.367034,Brown-Ramos,DERIVATIVE,34469.94,SETTLED,2,4
TRD102370,2026-06-10 05:03:50.345883,"Smith, Levy and Brown",FX,15102.95,SETTLED,2,5
TRD104825,2026-06-10 05:12:51.368913,"Duncan, Cox and Wilson",BOND,31198.11,SETTLED,2,5
TRD103146,2026-06-10 05:15:26.354240,Ross and Sons,BOND,14863.58,SETTLED,2,5
TRD102764_DUP,2026-06-10 05:23:13.350946,Hernandez-Dennis,EQUITY,6534.81,SETTLED,1,5
TRD102764,2026-06-10 05:23:13.350946,Hernandez-Dennis,EQUITY,6534.81,SETTLED,1,5
TRD103267,2026-06-10 05:26:24.355203,"Garrison, Hernandez and Rogers",DERIVATIVE,3558.84,SETTLED,2,5
TRD100385,2026-06-10 06:09:35.326904,Brown-Ramos,EQUITY,18945.13,SETTLED,1,6
TRD102152,2026-06-10 06:26:33.344152,"Scott, Johnson and Wiley",EQUITY,1687.76,SETTLED,0,6
TRD100521,2026-06-10 06:57:09.327974,Neal Group,COMMODITY,29567.08,SETTLED,1,6
TRD104845,2026-06-10 07:49:13.369085,Drake-Leon,BOND,14496.78,SETTLED,1,7
TRD103589,2026-06-10 08:07:33.357860,"Garrison, Hernandez and Rogers",FX,4926.79,SETTLED,1,8
TRD102788,2026-06-10 10:05:42.351277,Miller Ltd,EQUITY,3634.51,SETTLED,2,10
TRD104463,2026-06-10 10:09:24.365700,Nelson Ltd,COMMODITY,1601.11,SETTLED,1,10
TRD103632,2026-06-10 10:21:43.358201,Rodriguez PLC,EQUITY,6791.54,SETTLED,1,10
TRD101179,2026-06-10 10:31:32.336165,Ross and Sons,BOND,961.52,FAILED,2,10
TRD101179_DUP,2026-06-10 10:31:32.336165,Ross and Sons,BOND,961.52,FAILED,2,10
TRD104112,2026-06-10 10:45:48.362004,Lee and Sons,BOND,24470.68,SETTLED,1,10
TRD104701,2026-06-10 10:50:13.367835,"Pittman, Perez and Smith",BOND,1206.37,SETTLED,1,10
TRD104010,2026-06-10 11:08:02.361192,Young PLC,DERIVATIVE,463.06,SETTLED,1,11
TRD100133,2026-06-10 11:33:11.324906,Macias-Oliver,COMMODITY,57462.83,SETTLED,0,11
TRD103230,2026-06-10 11:44:42.354906,"Pittman, Perez and Smith",BOND,5131.14,SETTLED,0,11
TRD102077,2026-06-10 12:07:03.343569,Castillo LLC,DERIVATIVE,26587.58,SETTLED,1,12
TRD103028,2026-06-10 13:32:05.353326,"Lewis, Thompson and Jimenez",EQUITY,8860.97,FAILED,3,13
TRD100017,2026-06-10 14:27:36.323965,"Navarro, Gibson and Hernandez",BOND,21743.15,SETTLED,0,14
TRD104373,2026-06-10 14:35:48.364907,Hernandez-Dennis,EQUITY,7192.71,FAILED,1,14
TRD100362,2026-06-10 14:36:37.326724,Nelson Ltd,FX,105523.53,SETTLED,1,14
TRD101402,2026-06-10 14:37:36.338104,"Pittman, Perez and Smith",BOND,7226.01,SETTLED,0,14
TRD104635,2026-06-10 14:37:54.367268,Mccormick-Ewing,FX,48761.0,SETTLED,3,14
TRD102017,2026-06-10 15:20:49.343096,"Duncan, Cox and Wilson",FX,3067.88,SETTLED,2,15
TRD101430,2026-06-10 16:10:32.338346,"Smith, Levy and Brown",BOND,4283.57,SETTLED,2,16
TRD100440,2026-06-10 16:16:54.327340,"Lewis, Thompson and Jimenez",FX,168100.77,SETTLED,1,16
TRD102935,2026-06-10 16:33:14.352557,"Garrison, Hernandez and Rogers",BOND,3779.51,SETTLED,2,16
TRD104556,2026-06-10 16:36:11.366586,Macias-Oliver,EQUITY,28986.95,SETTLED,1,16
TRD101609,2026-06-10 17:29:05.339817,Macias-Oliver,FX,3353.08,SETTLED,2,17
TRD101607,2026-06-10 17:37:08.339802,"Garrison, Hernandez and Rogers",EQUITY,19589.45,SETTLED,3,17
TRD103596,2026-06-10 18:08:39.357917,"Lewis, Thompson and Jimenez",COMMODITY,7344.64,SETTLED,2,18
TRD101492,2026-06-10 18:21:48.338890,Miller Ltd,COMMODITY,1112.24,SETTLED,1,18
TRD103800,2026-06-10 18:23:53.359539,"Smith, Levy and Brown",COMMODITY,6942.01,SETTLED,1,18
TRD100828,2026-06-10 18:34:08.331246,Vaughan-Hall,COMMODITY,9918.46,SETTLED,3,18
TRD100170,2026-06-10 19:10:59.325202,Nelson Ltd,EQUITY,3020.98,SETTLED,2,19
TRD104289,2026-06-10 19:35:56.363619,Russell-Mcbride,BOND,540.8,SETTLED,2,19
TRD102734,2026-06-10 19:39:05.350520,Pineda LLC,COMMODITY,5475.24,FAILED,2,19
TRD100057,2026-06-10 20:16:28.324299,Rodriguez PLC,EQUITY,6432.81,SETTLED,2,20
TRD104886,2026-06-10 20:24:20.369441,Rodriguez PLC,EQUITY,1465.98,SETTLED,1,20
TRD103130,2026-06-10 21:30:47.354115,"Pittman, Perez and Smith",BOND,44342.29,FAILED,2,21
TRD100322,2026-06-10 22:00:29.326410,"Cummings, Wood and Savage",FX,6033.66,SETTLED,1,22
TRD103779,2026-06-10 22:14:01.359375,Lee and Sons,EQUITY,2859.58,SETTLED,1,22
TRD103665,2026-06-10 22:28:17.358459,West-Martin,DERIVATIVE,276968.21,PENDING,2,22
TRD102494,2026-06-10 23:44:45.346972,Nelson Ltd,COMMODITY,10209.93,SETTLED,4,23
TRD101197,2026-06-11 00:12:59.336320,Young PLC,EQUITY,7331.05,SETTLED,0,0
TRD100653,2026-06-11 00:36:36.329006,Brown-Morris,EQUITY,8381.8,SETTLED,1,0
TRD101689,2026-06-11 01:08:35.340450,Young PLC,BOND,14870.86,SETTLED,1,1
TRD103792,2026-06-11 01:25:14.359474,Neal Group,FX,17944.58,SETTLED,1,1
TRD102433,2026-06-11 03:05:43.346444,Young PLC,FX,10189.37,SETTLED,1,3
TRD103278,2026-06-11 03:06:37.355287,Vaughan-Hall,FX,7116.94,SETTLED,3,3
TRD102778,2026-06-11 03:23:59.351138,"Glenn, Thomas and Mcpherson",COMMODITY,8872.32,SETTLED,3,3
TRD100708,2026-06-11 03:38:11.329439,West-Martin,EQUITY,8676.87,SETTLED,2,3
TRD100840,2026-06-11 04:06:10.331430,Baker-Ingram,DERIVATIVE,13153.93,SETTLED,1,4
TRD103038,2026-06-11 05:32:31.353403,"Scott, Johnson and Wiley",DERIVATIVE,25289.68,SETTLED,1,5
TRD104383,2026-06-11 06:06:38.365004,Crane-Shields,BOND,27412.47,SETTLED,2,6
TRD102777,2026-06-11 06:33:25.351123,Lee and Sons,DERIVATIVE,7507.91,SETTLED,0,6
TRD102914,2026-06-11 06:57:19.352391,"Cummings, Wood and Savage",COMMODITY,9825.22,SETTLED,3,6
TRD102649,2026-06-11 07:56:28.349293,"Cummings, Wood and Savage",EQUITY,18687.08,SETTLED,2,7
TRD104706,2026-06-11 08:17:25.367880,Brown-Ramos,DERIVATIVE,15842.23,SETTLED,1,8
TRD100989,2026-06-11 08:26:04.334023,Nelson Ltd,DERIVATIVE,3205.25,SETTLED,2,8
TRD102487,2026-06-11 09:00:10.346891,"Navarro, Gibson and Hernandez",EQUITY,1385.14,SETTLED,0,9
TRD102793,2026-06-11 09:12:11.351344,Young PLC,DERIVATIVE,3739.82,FAILED,0,9
TRD104571,2026-06-11 09:29:04.366714,"Henson, Miranda and Garcia",DERIVATIVE,10923.51,SETTLED,1,9
TRD102395,2026-06-11 09:30:39.346084,Young PLC,COMMODITY,5891.55,SETTLED,1,9
TRD104215,2026-06-11 10:06:40.362906,Baker-Ingram,BOND,3230.45,SETTLED,1,10
TRD101974,2026-06-11 10:16:16.342689,Ross and Sons,DERIVATIVE,5790.7,PENDING,0,10
TRD102373,2026-06-11 11:06:09.345905,Brown-Morris,COMMODITY,9569.86,SETTLED,0,11
TRD101894,2026-06-11 11:59:41.342053,Castillo LLC,FX,10069.59,FAILED,3,11
TRD102168,2026-06-11 12:12:15.344282,Lee and Sons,EQUITY,1104.01,SETTLED,2,12
TRD103436,2026-06-11 12:26:50.356530,Russell-Mcbride,EQUITY,1603.73,PENDING,1,12
TRD103753,2026-06-11 12:31:19.359160,Butler-Banks,BOND,10368.7,SETTLED,1,12
TRD101004,2026-06-11 12:33:43.334234,Young PLC,DERIVATIVE,17873.86,SETTLED,2,12
TRD103682,2026-06-11 12:53:09.358603,"Henson, Miranda and Garcia",COMMODITY,28158.8,SETTLED,2,12
TRD101515,2026-06-11 12:58:37.339077,"Cummings, Wood and Savage",FX,409.12,PENDING,1,12
TRD102835,2026-06-11 13:43:53.351758,"Brown, Chen and Crawford",BOND,162250.73,SETTLED,2,13
TRD102220,2026-06-11 15:19:52.344689,Neal Group,BOND,1590.3,SETTLED,2,15
TRD104028,2026-06-11 15:37:14.361342,"Lutz, Garcia and White",DERIVATIVE,8909.36,SETTLED,1,15
TRD100717,2026-06-11 15:48:05.329509,Crane-Shields,BOND,6630.62,SETTLED,2,15
TRD103433,2026-06-11 16:26:42.356500,Mcintyre-Franco,COMMODITY,30144.51,FAILED,1,16
TRD101911,2026-06-11 16:28:07.342190,Walker PLC,EQUITY,7678.11,SETTLED,2,16
TRD104570,2026-06-11 18:01:46.366706,"Navarro, Gibson and Hernandez",BOND,8087.33,PENDING,1,18
TRD100498,2026-06-11 18:20:07.327794,Santiago PLC,BOND,70068.16,SETTLED,2,18
TRD102231,2026-06-11 18:49:43.344772,Ramos-Schmitt,DERIVATIVE,22286.28,PENDING,3,18
TRD101372,2026-06-11 19:05:26.337847,Russell-Mcbride,BOND,389.37,PENDING,1,19
TRD102324,2026-06-11 19:12:24.345519,"Lewis, Thompson and Jimenez",COMMODITY,1164.38,SETTLED,1,19
TRD103377,2026-06-11 19:18:57.356064,"Glenn, Thomas and Mcpherson",EQUITY,788.49,SETTLED,0,19
TRD102442,2026-06-11 19:19:53.346513,"Brown, Chen and Crawford",COMMODITY,17308.36,SETTLED,1,19
TRD103145,2026-06-11 19:48:47.354232,"Brown, Chen and Crawford",FX,6064.96,SETTLED,3,19
TRD101530,2026-06-11 21:18:38.339195,Young PLC,FX,11860.2,SETTLED,1,21
TRD104841,2026-06-11 22:25:07.369051,Miller Ltd,COMMODITY,26509.92,SETTLED,1,22
TRD104447,2026-06-11 23:53:10.365562,Drake-Leon,EQUITY,2105.2,CANCELLED,4,23
TRD100147,2026-06-11 23:57:26.325021,Miller Ltd,COMMODITY,12436.84,SETTLED,1,23
TRD104651,2026-06-12 00:55:42.367407,West-Martin,DERIVATIVE,15386.05,SETTLED,0,0
TRD104307,2026-06-12 01:48:33.363868,"Scott, Johnson and Wiley",EQUITY,7987.26,SETTLED,1,1
TRD101259,2026-06-12 02:41:13.336878,"Mccoy, Hayes and Hernandez",BOND,152335.42,FAILED,1,2
TRD100309,2026-06-12 02:42:58.326311,Macias-Oliver,FX,14432.11,PENDING,2,2
TRD100866,2026-06-12 02:52:18.331832,Hernandez-Dennis,COMMODITY,7916.44,SETTLED,1,2
TRD103344,2026-06-12 03:00:18.355801,"Henson, Miranda and Garcia",COMMODITY,985.82,SETTLED,1,3
TRD103854,2026-06-12 03:00:22.359963,Ramos-Schmitt,COMMODITY,3387.58,SETTLED,1,3
TRD103477,2026-06-12 03:02:30.356848,West-Martin,FX,2446.19,SETTLED,0,3
TRD100779,2026-06-12 03:22:42.330490,West-Martin,BOND,48592.59,SETTLED,1,3
TRD100211,2026-06-12 03:41:21.325521,"Cummings, Wood and Savage",FX,6010.38,SETTLED,2,3
TRD102726,2026-06-12 03:51:35.350412,Russell-Mcbride,EQUITY,62662.0,SETTLED,0,3
TRD101497,2026-06-12 05:34:35.338934,"Lewis, Thompson and Jimenez",DERIVATIVE,59863.06,SETTLED,2,5
TRD100880,2026-06-12 05:37:15.332044,Pineda LLC,FX,57986.03,SETTLED,2,5
TRD101532,2026-06-12 06:24:48.339211,Mcintyre-Franco,DERIVATIVE,1316.37,SETTLED,2,6
TRD102796,2026-06-12 06:31:50.351384,"Navarro, Gibson and Hernandez",COMMODITY,3279.24,SETTLED,2,6
TRD100668,2026-06-12 07:18:11.329123,"Salazar, Jones and Miller",BOND,3881.27,SETTLED,1,7
TRD104347,2026-06-12 07:49:40.364608,"Lewis, Thompson and Jimenez",DERIVATIVE,7773.87,SETTLED,2,7
TRD102685,2026-06-12 07:50:11.349834,Macias-Oliver,COMMODITY,1824.94,SETTLED,0,7
TRD102613,2026-06-12 08:30:11.348730,Drake-Leon,COMMODITY,4843.45,SETTLED,2,8
TRD100177,2026-06-12 08:45:05.325256,Baker-Ingram,EQUITY,7920.27,SETTLED,0,8
TRD104997,2026-06-12 09:18:16.370395,Ross and Sons,BOND,33964.03,SETTLED,3,9
TRD100786,2026-06-12 09:18:48.330596,Ramos-Schmitt,DERIVATIVE,11524.95,SETTLED,0,9
TRD101786,2026-06-12 09:34:58.341207,"Lutz, Garcia and White",EQUITY,11907.73,CANCELLED,2,9
TRD100527,2026-06-12 10:01:21.328020,Lee and Sons,COMMODITY,4186.56,SETTLED,1,10
